,instance_indexinmglist,study_instance_indexinmglist
706003,2589684_1,112302_2589684_1
706022,2589695_0,112302_2589695_0
706026,2589695_1,112302_2589695_1
706073,2589802_0,112305_2589802_0
706077,2589802_1,112305_2589802_1
706081,2589786_2,112305_2589786_2
706082,2589786_0,112305_2589786_0
706086,2589786_1,112305_2589786_1
706090,2589802_2,112305_2589802_2
706107,2589946_0,112306_2589946_0
706108,2589908_0,112306_2589908_0
706109,2589946_1,112306_2589946_1
706110,2589908_1,112306_2589908_1
706142,2589890_0,112308_2589890_0
706174,2590085_0,112310_2590085_0
706178,2590085_1,112310_2590085_1
706182,2590085_2,112310_2590085_2
706202,2590169_0,112315_2590169_0
706203,2590170_0,112315_2590170_0
706207,2590170_1,112315_2590170_1
706239,2590275_2,112317_2590275_2
706240,2590276_1,112317_2590276_1
706249,2590275_0,112317_2590275_0
706250,2590276_0,112317_2590276_0
706281,2590275_3,112317_2590275_3
706283,2590308_0,112317_2590308_0
706300,2590231_0,112318_2590231_0
706325,2590288_0,112319_2590288_0
706326,2590301_0,112319_2590301_0
706330,2590301_1,112319_2590301_1
706334,2590311_0,112319_2590311_0
706338,2590311_1,112319_2590311_1
706353,2590422_1,112323_2590422_1
706354,2590390_1,112323_2590390_1
706360,2590422_0,112323_2590422_0
706361,2590390_0,112323_2590390_0
706369,2590390_2,112323_2590390_2
706384,2590424_0,112324_2590424_0
706388,2590424_1,112324_2590424_1
706392,2590424_2,112324_2590424_2
706415,2590488_0,112327_2590488_0
706419,2590488_1,112327_2590488_1
706423,2590488_2,112327_2590488_2
706450,2590802_0,112333_2590802_0
706451,2590788_0,112333_2590788_0
706452,2590802_1,112333_2590802_1
706453,2590788_1,112333_2590788_1
706460,2590802_2,112333_2590802_2
706461,2590788_2,112333_2590788_2
706501,2590656_0,112336_2590656_0
706504,2590662_0,112336_2590662_0
706508,2590662_1,112336_2590662_1
706547,2590793_0,112339_2590793_0
706548,2590793_1,112339_2590793_1
706552,2590793_2,112339_2590793_2
706569,2590894_0,112343_2590894_0
706601,2590949_0,112345_2590949_0
706602,2590949_1,112345_2590949_1
706642,2590996_0,112348_2590996_0
706673,2591045_0,112351_2591045_0
706674,2591045_1,112351_2591045_1
706678,2591045_2,112351_2591045_2
706695,2591221_1,112355_2591221_1
706696,2591204_1,112355_2591204_1
706706,2591221_0,112355_2591221_0
706707,2591204_0,112355_2591204_0
706714,2591221_2,112355_2591221_2
706715,2591204_2,112355_2591204_2
706745,2591289_0,112357_2591289_0
706749,2591289_1,112357_2591289_1
706753,2591289_2,112357_2591289_2
706772,2591368_0,112361_2591368_0
706851,2591597_0,112369_2591597_0
706852,2591580_1,112369_2591580_1
706853,2591597_1,112369_2591597_1
706854,2591580_0,112369_2591580_0
706869,2591597_2,112369_2591597_2
706870,2591580_2,112369_2591580_2
706891,2591682_1,112374_2591682_1
706897,2591666_0,112374_2591666_0
706898,2591682_0,112374_2591682_0
706899,2591666_1,112374_2591666_1
706912,2591666_2,112374_2591666_2
706913,2591682_2,112374_2591682_2
706932,2591706_0,112376_2591706_0
706936,2591706_1,112376_2591706_1
706940,2591706_2,112376_2591706_2
706960,2591715_0,112376_2591715_0
706964,2591715_1,112376_2591715_1
706968,2591715_2,112376_2591715_2
706975,2591991_0,112386_2591991_0
706979,2591991_1,112386_2591991_1
706983,2591991_2,112386_2591991_2
706984,2591992_0,112386_2591992_0
706988,2591992_1,112386_2591992_1
707023,2592644_1,112409_2592644_1
707027,2592594_0,112409_2592594_0
707056,2592751_0,112409_2592751_0
707064,2592644_0,112409_2592644_0
707068,2592751_1,112409_2592751_1
707072,2592751_2,112409_2592751_2
707089,2594952_0,112484_2594952_0
707093,2594952_1,112484_2594952_1
707097,2594952_2,112484_2594952_2
707118,2594985_0,112484_2594985_0
707132,2595046_0,112486_2595046_0
707136,2595046_1,112486_2595046_1
707152,2595043_0,112486_2595043_0
707154,-1_-1,112493_-1_-1
707155,2595310_0,112493_2595310_0
707159,2595310_1,112493_2595310_1
707213,2595620_0,112500_2595620_0
707214,2595770_0,112500_2595770_0
707218,2595770_1,112500_2595770_1
707227,2595767_0,112500_2595767_0
707231,2595767_1,112500_2595767_1
707259,2595868_0,112507_2595868_0
707260,2595871_0,112507_2595871_0
707273,2595894_0,112508_2595894_0
707277,2595894_1,112508_2595894_1
707281,2595894_2,112508_2595894_2
707293,2595906_0,112508_2595906_0
707297,2595906_1,112508_2595906_1
707301,2595906_2,112508_2595906_2
707311,2595956_0,112509_2595956_0
707315,2595956_1,112509_2595956_1
707319,2595956_2,112509_2595956_2
707320,2595962_0,112509_2595962_0
707324,2595962_1,112509_2595962_1
707328,2595962_2,112509_2595962_2
707359,2595997_0,112511_2595997_0
707363,2595997_1,112511_2595997_1
707367,2595997_2,112511_2595997_2
707380,2596009_0,112511_2596009_0
707384,2596009_1,112511_2596009_1
707385,2596009_2,112511_2596009_2
707402,2596043_0,112512_2596043_0
707404,2596044_0,112512_2596044_0
707405,2596045_0,112512_2596045_0
707412,2596044_1,112512_2596044_1
707413,2596045_1,112512_2596045_1
707434,2596066_0,112512_2596066_0
707435,2596067_0,112512_2596067_0
707439,2596067_1,112512_2596067_1
707462,2596156_0,112514_2596156_0
707473,2596128_0,112515_2596128_0
707477,2596128_1,112515_2596128_1
707494,2596149_0,112515_2596149_0
707498,2596149_1,112515_2596149_1
707502,2596149_2,112515_2596149_2
707512,2596243_0,112518_2596243_0
707516,2596243_1,112518_2596243_1
707520,2596243_2,112518_2596243_2
707553,2596359_0,112522_2596359_0
707565,2596368_0,112522_2596368_0
707569,2596368_1,112522_2596368_1
707577,2596372_0,112522_2596372_0
707581,2596372_1,112522_2596372_1
707626,2596528_0,112529_2596528_0
707627,2596528_1,112529_2596528_1
707631,2596528_2,112529_2596528_2
707674,2596573_0,112530_2596573_0
707678,2596573_1,112530_2596573_1
707737,2596680_0,112534_2596680_0
707738,2596680_1,112534_2596680_1
707742,2596680_2,112534_2596680_2
707769,2596905_0,112535_2596905_0
707773,2596905_1,112535_2596905_1
707777,2596905_2,112535_2596905_2
707789,2596927_0,112535_2596927_0
707793,2596927_1,112535_2596927_1
707797,2596927_2,112535_2596927_2
707821,2597026_0,112541_2597026_0
707825,2597026_1,112541_2597026_1
707829,2597026_2,112541_2597026_2
707859,2597093_0,112547_2597093_0
707863,2597093_1,112547_2597093_1
707867,2597093_2,112547_2597093_2
707873,2597116_0,112547_2597116_0
707877,2597116_1,112547_2597116_1
707881,2597116_2,112547_2597116_2
707899,2597233_0,112551_2597233_0
707918,2597256_0,112551_2597256_0
707922,2597256_1,112551_2597256_1
707960,2597388_0,112555_2597388_0
707993,2597520_0,112558_2597520_0
707994,2597520_1,112558_2597520_1
707998,2597520_2,112558_2597520_2
708052,2597800_0,112570_2597800_0
708056,2597800_1,112570_2597800_1
708060,2597800_2,112570_2597800_2
708079,2598051_0,112572_2598051_0
708104,2598051_2,112572_2598051_2
708108,2598051_3,112572_2598051_3
708112,2598073_0,112572_2598073_0
708116,2598073_1,112572_2598073_1
708120,2598073_2,112572_2598073_2
708129,2597980_0,112576_2597980_0
708133,2597980_1,112576_2597980_1
708137,2597980_2,112576_2597980_2
708193,2598109_0,112578_2598109_0
708197,2598109_1,112578_2598109_1
708201,2598109_2,112578_2598109_2
708212,2598134_0,112578_2598134_0
708216,2598134_1,112578_2598134_1
708220,2598134_2,112578_2598134_2
708243,2598348_0,112581_2598348_0
708247,2598348_1,112581_2598348_1
708251,2598348_2,112581_2598348_2
708267,2598356_0,112581_2598356_0
708271,2598356_1,112581_2598356_1
708275,2598356_2,112581_2598356_2
708296,2598494_0,112592_2598494_0
708300,2598494_1,112592_2598494_1
708304,2598492_0,112592_2598492_0
708331,2598513_0,112592_2598513_0
708335,2598513_1,112592_2598513_1
708339,2598513_2,112592_2598513_2
708349,2598482_1,112594_2598482_1
708350,2598471_1,112594_2598471_1
708357,2598482_2,112594_2598482_2
708358,2598471_0,112594_2598471_0
708365,2598471_2,112594_2598471_2
708372,2598482_0,112594_2598482_0
708392,2598624_1,112600_2598624_1
708397,2598624_0,112600_2598624_0
708400,2598719_0,112600_2598719_0
708409,2598624_2,112600_2598624_2
708416,2598719_1,112600_2598719_1
708449,2598921_0,112610_2598921_0
708453,2598921_1,112610_2598921_1
708457,2598921_2,112610_2598921_2
708470,2598933_0,112610_2598933_0
708474,2598933_1,112610_2598933_1
708478,2598933_2,112610_2598933_2
708497,2599065_0,112614_2599065_0
708501,2599065_1,112614_2599065_1
708514,2599108_0,112616_2599108_0
708518,2599108_1,112616_2599108_1
708522,2599108_2,112616_2599108_2
708533,2599124_0,112616_2599124_0
708537,2599124_1,112616_2599124_1
708541,2599124_2,112616_2599124_2
708553,2599155_0,112617_2599155_0
708557,2599155_1,112617_2599155_1
708561,2599155_2,112617_2599155_2
708587,2599208_0,112618_2599208_0
708591,2599208_1,112618_2599208_1
708595,2599208_2,112618_2599208_2
708596,2599189_0,112618_2599189_0
708600,2599189_1,112618_2599189_1
708604,2599189_2,112618_2599189_2
708657,2599371_0,112626_2599371_0
708661,2599371_1,112626_2599371_1
708665,2599371_2,112626_2599371_2
708678,2599398_0,112626_2599398_0
708682,2599398_1,112626_2599398_1
708686,2599398_2,112626_2599398_2
708725,2599498_0,112629_2599498_0
708760,2599832_0,112642_2599832_0
708764,2599832_1,112642_2599832_1
708787,2599897_0,112646_2599897_0
708791,2599897_1,112646_2599897_1
708795,2599897_2,112646_2599897_2
708817,2599988_0,112648_2599988_0
708825,2600043_0,112650_2600043_0
708831,2600059_0,112650_2600059_0
708832,2600043_1,112650_2600043_1
708833,2600059_1,112650_2600059_1
708846,2600059_2,112650_2600059_2
708847,2600038_0,112650_2600038_0
708872,2600338_0,112653_2600338_0
708876,2600338_1,112653_2600338_1
708880,2600338_2,112653_2600338_2
708909,2600361_0,112653_2600361_0
708913,2600361_1,112653_2600361_1
708917,2600361_2,112653_2600361_2
708941,2600525_0,112655_2600525_0
708945,2600525_1,112655_2600525_1
708949,2600525_2,112655_2600525_2
708950,2600511_0,112655_2600511_0
708954,2600511_1,112655_2600511_1
708958,2600511_2,112655_2600511_2
708975,2600592_0,112662_2600592_0
708979,2600592_1,112662_2600592_1
709036,2600620_0,112662_2600620_0
709040,2600620_1,112662_2600620_1
709050,2600673_0,112667_2600673_0
709054,2600673_1,112667_2600673_1
709058,2600673_2,112667_2600673_2
709079,2600707_0,112667_2600707_0
709087,2600681_0,112668_2600681_0
709088,2600681_1,112668_2600681_1
709092,2600681_2,112668_2600681_2
709126,2600738_0,112669_2600738_0
709130,2600738_1,112669_2600738_1
709134,2600738_2,112669_2600738_2
709156,2600754_0,112669_2600754_0
709160,2600754_1,112669_2600754_1
709164,2600754_2,112669_2600754_2
709195,2600917_1,112673_2600917_1
709196,2600845_1,112673_2600845_1
709203,2600917_0,112673_2600917_0
709204,2600845_0,112673_2600845_0
709218,2600917_2,112673_2600917_2
709219,2600845_2,112673_2600845_2
709246,2600896_0,112676_2600896_0
709250,2600896_1,112676_2600896_1
709254,2600896_2,112676_2600896_2
709274,2600909_0,112676_2600909_0
709278,2600909_1,112676_2600909_1
709282,2600909_2,112676_2600909_2
709286,2601008_0,112678_2601008_0
709290,2601008_1,112678_2601008_1
709294,2601010_0,112678_2601010_0
709298,2601010_1,112678_2601010_1
709358,2601073_0,112681_2601073_0
709362,2601073_1,112681_2601073_1
709366,2601073_2,112681_2601073_2
709367,2601039_2,112681_2601039_2
709371,2601039_3,112681_2601039_3
709375,2601038_0,112681_2601038_0
709385,2601101_0,112683_2601101_0
709389,2601101_1,112683_2601101_1
709393,2601101_2,112683_2601101_2
709426,2601127_0,112683_2601127_0
709430,2601127_1,112683_2601127_1
709434,2601127_2,112683_2601127_2
709441,2601184_0,112684_2601184_0
709445,2601184_1,112684_2601184_1
709449,2601182_0,112684_2601182_0
709466,2601216_0,112684_2601216_0
709470,2601216_1,112684_2601216_1
709474,2601216_2,112684_2601216_2
709488,2601252_0,112687_2601252_0
709511,2601314_0,112690_2601314_0
709515,2601314_1,112690_2601314_1
709519,2601314_2,112690_2601314_2
709561,2601339_0,112690_2601339_0
709565,2601339_1,112690_2601339_1
709569,2601339_2,112690_2601339_2
709573,2601382_0,112692_2601382_0
709577,2601382_1,112692_2601382_1
709581,2601382_2,112692_2601382_2
709582,2601383_0,112692_2601383_0
709586,2601383_1,112692_2601383_1
709590,2601383_2,112692_2601383_2
709611,2601410_0,112694_2601410_0
709615,2601410_1,112694_2601410_1
709647,2601498_0,112696_2601498_0
709648,2601475_0,112696_2601475_0
709649,2601498_1,112696_2601498_1
709650,2601475_1,112696_2601475_1
709659,2601458_1,112696_2601458_1
709704,2601553_0,112699_2601553_0
709708,2601553_1,112699_2601553_1
709712,2601553_2,112699_2601553_2
709735,2601564_0,112699_2601564_0
709739,2601564_1,112699_2601564_1
709743,2601564_2,112699_2601564_2
709744,2601685_0,112702_2601685_0
709748,2601685_1,112702_2601685_1
709752,2601685_2,112702_2601685_2
709753,2601687_0,112702_2601687_0
709757,2601687_1,112702_2601687_1
709791,2601726_0,112704_2601726_0
709795,2601726_1,112704_2601726_1
709799,2601726_2,112704_2601726_2
709800,2601735_0,112704_2601735_0
709818,2601866_0,112711_2601866_0
709826,2601899_0,112713_2601899_0
709830,2601899_1,112713_2601899_1
709881,2601972_0,112715_2601972_0
709885,2601972_1,112715_2601972_1
709889,2601972_2,112715_2601972_2
709890,2601973_0,112715_2601973_0
709894,2601973_1,112715_2601973_1
709898,2601973_2,112715_2601973_2
709912,2602089_0,112722_2602089_0
709916,2602089_1,112722_2602089_1
709920,2602087_0,112722_2602087_0
709924,2602087_1,112722_2602087_1
709928,2602087_2,112722_2602087_2
709959,2602116_0,112723_2602116_0
709963,2602116_1,112723_2602116_1
710009,2602213_0,112724_2602213_0
710010,2602305_0,112724_2602305_0
710017,2602213_1,112724_2602213_1
710018,2602305_1,112724_2602305_1
710025,2602267_0,112724_2602267_0
710026,2602271_0,112724_2602271_0
710033,2602267_1,112724_2602267_1
710034,2602271_1,112724_2602271_1
710073,2602359_0,112728_2602359_0
710077,2602359_1,112728_2602359_1
710086,2602293_0,112728_2602293_0
710090,2602293_1,112728_2602293_1
710103,2602319_0,112729_2602319_0
710107,2602319_1,112729_2602319_1
710133,2602490_0,112733_2602490_0
710137,2602490_1,112733_2602490_1
710141,2602490_2,112733_2602490_2
710160,2602564_0,112733_2602564_0
710164,2602564_1,112733_2602564_1
710168,2602564_2,112733_2602564_2
710182,2602546_0,112736_2602546_0
710246,2602821_0,112739_2602821_0
710250,2602821_1,112739_2602821_1
710255,2602832_0,112739_2602832_0
710259,2602832_1,112739_2602832_1
710286,2602906_0,112744_2602906_0
710290,2602906_1,112744_2602906_1
710294,2602906_2,112744_2602906_2
710295,2602847_0,112744_2602847_0
710299,2602847_1,112744_2602847_1
710303,2602847_2,112744_2602847_2
710313,2602849_0,112745_2602849_0
710315,2602849_2,112745_2602849_2
710319,2602849_3,112745_2602849_3
710351,2603013_0,112748_2603013_0
710384,2603311_0,112757_2603311_0
710388,2603311_1,112757_2603311_1
710392,2603311_2,112757_2603311_2
710452,2603671_1,112761_2603671_1
710457,2603676_0,112761_2603676_0
710461,2603676_1,112761_2603676_1
710466,2603671_2,112761_2603671_2
710470,2603671_3,112761_2603671_3
710471,2603676_2,112761_2603676_2
710525,2603697_0,112769_2603697_0
710529,2603697_1,112769_2603697_1
710533,2603697_2,112769_2603697_2
710556,2603731_0,112769_2603731_0
710560,2603731_1,112769_2603731_1
710564,2603731_2,112769_2603731_2
710569,2603945_0,112780_2603945_0
710573,2603945_1,112780_2603945_1
710593,2603958_0,112780_2603958_0
710597,2603958_1,112780_2603958_1
710605,2603975_0,112781_2603975_0
710609,2603975_1,112781_2603975_1
710631,2603992_0,112781_2603992_0
710635,2603992_1,112781_2603992_1
710661,2604027_0,112782_2604027_0
710665,2604027_1,112782_2604027_1
710691,2604057_0,112782_2604057_0
710695,2604057_1,112782_2604057_1
710726,2604382_0,112796_2604382_0
710730,2604382_1,112796_2604382_1
710734,2604382_2,112796_2604382_2
710743,2604395_0,112796_2604395_0
710756,2604422_0,112797_2604422_0
710757,2604484_0,112797_2604484_0
710764,2604422_1,112797_2604422_1
710765,2604484_1,112797_2604484_1
710790,2604439_0,112797_2604439_0
710794,2604439_1,112797_2604439_1
710798,2604422_3,112797_2604422_3
710799,2604439_2,112797_2604439_2
710825,2604587_0,112798_2604587_0
710829,2604587_1,112798_2604587_1
710833,2604587_2,112798_2604587_2
710834,2604590_0,112798_2604590_0
710874,2604709_0,112804_2604709_0
710878,2604709_1,112804_2604709_1
710882,2604709_2,112804_2604709_2
710883,2604713_0,112804_2604713_0
710887,2604713_1,112804_2604713_1
710891,2604713_2,112804_2604713_2
710909,2604802_0,112806_2604802_0
710913,2604802_1,112806_2604802_1
710917,2604802_2,112806_2604802_2
710929,2604853_0,112806_2604853_0
710933,2604853_1,112806_2604853_1
710937,2604859_0,112806_2604859_0
710956,2604797_0,112807_2604797_0
710960,2604797_1,112807_2604797_1
710964,2604797_2,112807_2604797_2
710965,2604846_0,112807_2604846_0
710980,2604936_0,112811_2604936_0
710984,2604936_1,112811_2604936_1
710988,2604937_0,112811_2604937_0
710993,2604941_0,112811_2604941_0
711026,2605046_0,112813_2605046_0
711030,2605046_2,112813_2605046_2
711031,2605046_1,112813_2605046_1
711035,2605086_0,112813_2605086_0
711048,2605434_0,112823_2605434_0
711052,2605434_1,112823_2605434_1
711056,2605343_0,112823_2605343_0
711057,2605435_0,112823_2605435_0
711061,2605435_1,112823_2605435_1
711094,2605379_0,112824_2605379_0
711095,2605389_0,112824_2605389_0
711102,2605379_1,112824_2605379_1
711103,2605389_1,112824_2605389_1
711110,2605372_0,112824_2605372_0
711125,2605415_0,112824_2605415_0
711153,2605495_0,112826_2605495_0
711157,2605495_1,112826_2605495_1
711167,2605520_0,112826_2605520_0
711171,2605520_1,112826_2605520_1
711175,2605491_0,112826_2605491_0
711184,2605475_0,112827_2605475_0
711188,2605475_1,112827_2605475_1
711192,2605478_0,112827_2605478_0
711198,2605485_0,112827_2605485_0
711205,2605553_0,112830_2605553_0
711209,2605553_1,112830_2605553_1
711213,2605553_2,112830_2605553_2
711235,2605627_0,112830_2605627_0
711239,2605627_1,112830_2605627_1
711243,2605627_2,112830_2605627_2
711284,2605943_0,112837_2605943_0
711288,2605943_1,112837_2605943_1
711316,2605974_0,112841_2605974_0
711320,2605974_1,112841_2605974_1
711324,2605974_2,112841_2605974_2
711343,2606016_0,112841_2606016_0
711347,2606016_1,112841_2606016_1
711351,2606016_2,112841_2606016_2
711359,2605985_1,112842_2605985_1
711363,2605985_2,112842_2605985_2
711367,2605985_3,112842_2605985_3
711373,2605996_0,112842_2605996_0
711396,2606068_0,112844_2606068_0
711400,2606068_1,112844_2606068_1
711421,2606086_0,112844_2606086_0
711425,2606086_1,112844_2606086_1
711429,2606086_2,112844_2606086_2
711430,2606068_3,112844_2606068_3
711467,2606117_0,112845_2606117_0
711471,2606117_1,112845_2606117_1
711475,2606117_2,112845_2606117_2
711482,2606131_0,112845_2606131_0
711486,2606131_1,112845_2606131_1
711490,2606131_2,112845_2606131_2
711501,2606180_0,112848_2606180_0
711505,2606180_1,112848_2606180_1
711509,2606179_0,112848_2606179_0
711524,2606193_0,112848_2606193_0
711528,2606193_1,112848_2606193_1
711532,2606193_2,112848_2606193_2
711552,2606215_0,112849_2606215_0
711556,2606215_1,112849_2606215_1
711560,2606215_2,112849_2606215_2
711572,2606247_0,112852_2606247_0
711576,2606247_1,112852_2606247_1
711591,2606254_0,112852_2606254_0
